gvkey,iid,datadate,tic,prccd,,,
1161,1,20210714,AMD,89.05,,,
1161,1,20210715,AMD,86.93,,,
1161,1,20210716,AMD,85.89,,,
1161,1,20210719,AMD,86.58,,,
1161,1,20210720,AMD,87.11,,,
1161,1,20210721,AMD,89.41,,,
1161,1,20210722,AMD,91.21,,,
1161,1,20210723,AMD,92.15,,,
1161,1,20210726,AMD,91.82,,,
1161,1,20210727,AMD,91.03,,,
1161,1,20210728,AMD,97.93,,,
1161,1,20210729,AMD,102.95,,,
1161,1,20210730,AMD,106.19,,,
1161,1,20210802,AMD,108.63,,,
1161,1,20210803,AMD,112.56,,,
1161,1,20210804,AMD,118.77,,,
1161,1,20210805,AMD,112.35,,,
1161,1,20210806,AMD,110.11,,,
1161,1,20210809,AMD,107.58,,,
1161,1,20210810,AMD,106.48,,,
1161,1,20210811,AMD,107.68,,,
1161,1,20210812,AMD,106.5,,,
1161,1,20210813,AMD,110.55,,,
1161,1,20210816,AMD,107.48,,,
1161,1,20210817,AMD,107.56,,,
1161,1,20210818,AMD,103.44,,,
1161,1,20210819,AMD,103.7,,,
1161,1,20210820,AMD,104.65,,,
1161,1,20210823,AMD,108.77,,,
1161,1,20210824,AMD,107.65,,,
1161,1,20210825,AMD,108.3,,,
1161,1,20210826,AMD,107.27,,,
1161,1,20210827,AMD,111.4,,,
1161,1,20210830,AMD,111.32,,,
1161,1,20210831,AMD,110.72,,,
1161,1,20210901,AMD,109.99,,,
1161,1,20210902,AMD,109.2,,,
1161,1,20210903,AMD,109.92,,,
1161,1,20210907,AMD,109.15,,,
1161,1,20210908,AMD,106.17,,,
1161,1,20210909,AMD,106.15,,,
1161,1,20210910,AMD,105.2,,,
1161,1,20210913,AMD,104.8,,,
1161,1,20210914,AMD,105.73,,,
1161,1,20210915,AMD,105.6,,,
1161,1,20210916,AMD,106.22,,,
1161,1,20210917,AMD,103.88,,,
1161,1,20210920,AMD,101.55,,,
1161,1,20210921,AMD,102.82,,,
1161,1,20210922,AMD,104.38,,,
1161,1,20210923,AMD,106.15,,,
1161,1,20210924,AMD,105.8,,,
1161,1,20210927,AMD,108.16,,,
1161,1,20210928,AMD,101.52,,,
1161,1,20210929,AMD,100.35,,,
1161,1,20210930,AMD,102.9,,,
1161,1,20211001,AMD,102.45,,,
1161,1,20211004,AMD,100.34,,,
1161,1,20211005,AMD,101.81,,,
1161,1,20211006,AMD,103.64,,,
1161,1,20211007,AMD,106.45,,,
1161,1,20211008,AMD,105.06,,,
1161,1,20211011,AMD,104.68,,,
1161,1,20211012,AMD,105.04,,,
1161,1,20211013,AMD,109.16,,,
1161,1,20211014,AMD,111.99,,,
1161,1,20211015,AMD,112.12,,,
1161,1,20211018,AMD,116.43,,,
1161,1,20211019,AMD,116.33,,,
1161,1,20211020,AMD,116.39,,,
1161,1,20211021,AMD,119.33,,,
1161,1,20211022,AMD,119.82,,,
1161,1,20211025,AMD,122.36,,,
1161,1,20211026,AMD,122.93,,,
1161,1,20211027,AMD,122.28,,,
1161,1,20211028,AMD,121.16,,,
1161,1,20211029,AMD,120.23,,,
1161,1,20211101,AMD,125.23,,,
1161,1,20211102,AMD,127.63,,,
1161,1,20211103,AMD,130.53,,,
1161,1,20211104,AMD,137.5,,,
1161,1,20211105,AMD,136.34,,,
1161,1,20211108,AMD,150.16,,,
1161,1,20211109,AMD,148.92,,,
1161,1,20211110,AMD,139.87,,,
1161,1,20211111,AMD,146.01,,,
1161,1,20211112,AMD,147.89,,,
1161,1,20211115,AMD,146.49,,,
1161,1,20211116,AMD,152.45,,,
1161,1,20211117,AMD,151.34,,,
1161,1,20211118,AMD,155.02,,,
1161,1,20211119,AMD,155.41,,,
1161,1,20211122,AMD,152.52,,,
1161,1,20211123,AMD,149.92,,,
1161,1,20211124,AMD,157.8,,,
1161,1,20211126,AMD,154.81,,,
1161,1,20211129,AMD,161.91,,,
1161,1,20211130,AMD,158.37,,,
1161,1,20211201,AMD,149.11,,,
1161,1,20211202,AMD,150.68,,,
1161,1,20211203,AMD,144.01,,,
1161,1,20211206,AMD,139.06,,,
1161,1,20211207,AMD,144.85,,,
1161,1,20211208,AMD,145.24,,,
1161,1,20211209,AMD,138.1,,,
1161,1,20211210,AMD,138.55,,,
1161,1,20211213,AMD,133.8,,,
1161,1,20211214,AMD,135.6,,,
1161,1,20211215,AMD,146.5,,,
1161,1,20211216,AMD,138.64,,,
1161,1,20211217,AMD,137.75,,,
1161,1,20211220,AMD,135.8,,,
1161,1,20211221,AMD,144.25,,,
1161,1,20211222,AMD,143.88,,,
1161,1,20211223,AMD,146.14,,,
1161,1,20211227,AMD,154.36,,,
1161,1,20211228,AMD,153.15,,,
1161,1,20211229,AMD,148.26,,,
1161,1,20211230,AMD,145.15,,,
1161,1,20211231,AMD,143.9,,,
1161,1,20220103,AMD,150.24,,,
1161,1,20220104,AMD,144.42,,,
1161,1,20220105,AMD,136.15,,,
1161,1,20220106,AMD,136.23,,,
1161,1,20220107,AMD,132,,,
1161,1,20220110,AMD,132,,,
1161,1,20220111,AMD,137.31,,,
1161,1,20220112,AMD,137.47,,,
1161,1,20220113,AMD,132.74,,,
1161,1,20220114,AMD,136.88,,,
1161,1,20220118,AMD,131.93,,,
1161,1,20220119,AMD,128.27,,,
1161,1,20220120,AMD,121.89,,,
1161,1,20220121,AMD,118.81,,,
1161,1,20220124,AMD,116.53,,,
1161,1,20220125,AMD,111.13,,,
1161,1,20220126,AMD,110.71,,,
1161,1,20220127,AMD,102.6,,,
1161,1,20220128,AMD,105.24,,,
1161,1,20220131,AMD,114.25,,,
1161,1,20220201,AMD,116.78,,,
1161,1,20220202,AMD,122.76,,,
1161,1,20220203,AMD,120.08,,,
1161,1,20220204,AMD,123.6,,,
1161,1,20220207,AMD,123.67,,,
1161,1,20220208,AMD,128.23,,,
1161,1,20220209,AMD,132.85,,10.08290959,
1161,1,20220210,AMD,125.77,,,
1161,1,20220211,AMD,113.18,,,
1161,1,20220214,AMD,114.27,,,
1161,1,20220215,AMD,121.47,,,
1161,1,20220216,AMD,117.69,,,
1161,1,20220217,AMD,112.37,,,
1161,1,20220218,AMD,113.83,,6.310876911,
1161,1,20220222,AMD,115.65,,,
1161,1,20220223,AMD,109.76,,,
1161,1,20220224,AMD,116.61,,,
1161,1,20220225,AMD,121.06,,,
1161,1,20220228,AMD,123.34,,,
1161,1,20220301,AMD,113.83,,,
1161,1,20220302,AMD,118.28,,6.417238302,
1161,1,20220303,AMD,111.98,,,
1161,1,20220304,AMD,108.41,,,
1161,1,20220307,AMD,102.95,,,
1161,1,20220308,AMD,105.53,,,
1161,1,20220309,AMD,111.05,,,
1161,1,20220310,AMD,106.46,,,
1161,1,20220311,AMD,104.29,,,
1161,1,20220314,AMD,102.25,,,
1161,1,20220315,AMD,109.33,,,
1161,1,20220316,AMD,115.37,,,
1161,1,20220317,AMD,111.69,,,
1161,1,20220318,AMD,113.46,,,
1161,1,20220321,AMD,115.92,,,
1161,1,20220322,AMD,114.78,,,
1161,1,20220323,AMD,113.92,,,
1161,1,20220324,AMD,120.53,,,
1161,1,20220325,AMD,119.67,,,
1161,1,20220328,AMD,120.24,,,
1161,1,20220329,AMD,123.23,,,
